,Loan ID,Loan Grade,Term (months),Origination Date,Interest Rate,APR,Origination Fee,Loan Size,Outstanding Principal,Days Late,Delinquency Status,Charged Off Amount,Charged Off Date
43598,L45599,B,60,2016-11-07,14.83,17.46,672.0,12000.0,10855.53,0,Current,,
61187,L68289,A,60,2017-05-22,9.84,12.59,1210.32,19900.0,19382.47,0,Current,,
27025,L25639,B,60,2016-02-11,15.07,16.94,320.0,8000.0,6309.08,0,Current,,
62241,L67135,E,60,2017-05-16,17.39,21.02,221.13,3000.0,2936.31,0,Current,,
2695,L2024,C,36,2014-11-06,14.44,18.86,720.0,12000.0,1570.01,0,Current,,
28499,L27564,C,36,2016-03-04,12.62,16.24,250.0,5000.0,0.0,0,Matured,,
30496,L30004,C,36,2016-04-05,13.19,16.82,425.0,8500.0,0.0,177,Charged Off,7758.88,2017-06-06
34413,L70627,E,60,2017-06-02,27.94,29.81,335.9,9600.0,9322.03,0,Current,,
53527,L56761,D,36,2017-03-07,15.81,20.3,480.0,8000.0,7286.86,0,Current,,
39892,L40916,AA,60,2016-09-19,8.15,9.36,336.0,12000.0,10318.83,0,Current,,
68501,L80150,E,60,2017-07-12,26.04,29.77,471.92,6800.0,6800.0,0,Current,,
44521,L46166,A,36,2016-11-14,6.42,10.34,644.0,11500.0,9129.13,0,Current,,
5572,L4467,B,36,2015-02-26,10.6,14.17,1000.0,20000.0,0.0,0,Matured,,
74832,L85846,D,60,2017-07-31,16.45,19.75,819.6,12000.0,12000.0,0,Current,,
1839,L1419,C,36,2014-10-02,13.24,17.63,720.0,12000.0,0.0,0,Matured,,
57994,L63996,A,36,2017-05-01,8.65,12.64,476.0,8500.0,8083.57,0,Current,,
50897,L53614,E,36,2017-02-02,25.01,29.74,594.0,9900.0,8908.13,0,Current,,
14367,L12176,D,36,2015-08-28,22.48,27.12,780.0,13000.0,5574.19,0,Current,,
57163,L60863,E,60,2017-04-11,26.58,29.79,156.0,2600.0,2530.69,0,Current,,
67172,L73237,A,60,2017-06-14,10.37,13.51,757.57,11000.0,10858.01,0,Current,,
13332,L11285,D,36,2015-08-12,23.69,28.37,600.0,10000.0,4050.72,0,Current,,
29777,L28718,A,36,2016-03-21,8.38,9.06,70.0,7000.0,3412.61,0,Current,,
7895,L6395,A,36,2015-04-24,7.95,11.47,550.0,11000.0,0.0,0,Matured,,
38407,L38688,A,36,2016-08-17,6.85,10.78,504.0,9000.0,6441.66,0,Current,,
70457,L78170,E,60,2017-07-05,26.56,29.78,564.0,9400.0,9400.0,0,Current,,
7466,L6504,D,36,2015-04-27,17.5,22.0,600.0,10000.0,0.0,0,Matured,,
38201,L40194,A,36,2016-09-08,8.44,12.41,352.8,6300.0,4693.48,0,Current,,
21765,L20781,D,36,2015-12-08,15.37,19.82,576.0,9600.0,0.0,0,Matured,,
70596,L78228,B,60,2017-07-05,12.54,15.51,2526.03,39500.0,39228.63,0,Current,,
59735,L65031,E,36,2017-05-05,20.72,24.96,495.9,9000.0,8336.34,0,Current,,
23522,L22190,E,36,2015-12-29,25.22,29.94,270.0,4500.0,0.0,0,Matured,,
41688,L42694,B,36,2016-10-18,8.91,12.89,168.0,3000.0,2318.71,0,Current,,
28664,L28087,A,36,2016-03-11,8.03,10.11,120.0,4000.0,2344.57,0,Current,,
54740,L58425,C,36,2017-03-21,12.49,16.88,390.0,6500.0,5892.39,0,Current,,
13488,L11446,A,36,2015-08-17,7.4,10.9,700.0,14000.0,0.0,0,Matured,,
27055,L27236,AA,36,2016-03-01,5.14,6.5,172.0,8600.0,0.0,0,Matured,,
57848,L62648,A,36,2017-04-20,8.52,12.49,621.6,11100.0,10278.49,0,Current,,
58386,L62194,D,36,2017-04-18,14.95,19.4,300.0,5000.0,4632.0,0,Current,,
36361,L36466,B,36,2016-07-21,11.1,15.13,420.0,7500.0,5363.27,11,In Grace,,
74214,L85236,B,36,2017-07-28,10.24,14.34,285.25,5000.0,5000.0,0,Current,,
24147,L22734,D,36,2016-01-05,20.59,25.18,420.0,7000.0,2900.16,0,Current,,
6595,L5322,A,36,2015-03-24,9.11,12.64,1250.0,25000.0,6165.3,0,Current,,
74345,L82846,B,60,2017-07-19,13.59,16.75,670.5,10000.0,10000.0,0,Current,,
50540,L53121,B,60,2017-01-30,14.12,16.75,1400.0,25000.0,23178.25,0,Current,,
36355,L37023,B,36,2016-07-27,10.44,14.45,117.6,2100.0,1529.04,0,Current,,
41971,L43620,B,60,2016-10-17,11.64,14.19,728.0,13000.0,11492.41,0,Current,,
40759,L41504,A,36,2016-09-26,7.65,11.6,560.0,10000.0,7445.05,0,Current,,
25408,L33886,A,36,2016-06-13,7.48,11.42,924.0,16500.0,10678.57,0,Current,,
53882,L57063,E,36,2017-03-09,25.03,29.79,72.0,1200.0,1177.78,84,Delinquent,,
344,L28434,A,36,2016-03-17,6.26,7.79,224.8,10000.0,5786.13,0,Current,,
43089,L44411,A,36,2016-10-26,6.96,10.84,840.0,15000.0,11906.79,0,Current,,
13678,L13786,D,36,2015-09-21,25.19,29.91,1020.0,17000.0,0.0,0,Matured,,
2722,L2039,B,36,2014-11-07,9.09,12.63,1000.0,20000.0,2464.01,0,Current,,
4818,L3845,B,36,2015-02-02,9.01,12.55,250.0,5000.0,859.65,0,Current,,
13136,L13528,B,36,2015-09-21,9.35,12.89,450.0,9000.0,3785.79,0,Current,,
9976,L8298,D,36,2015-06-12,16.9,21.39,678.0,11300.0,0.0,0,Matured,,
25302,L24244,C,36,2016-01-25,14.95,18.62,1500.0,30000.0,16648.68,0,Current,,
49812,L52082,B,36,2017-01-20,8.93,12.91,476.0,8500.0,7216.61,0,Current,,
64035,L70094,B,36,2017-05-31,10.61,14.65,168.0,3000.0,2835.19,0,Current,,
44825,L50661,A,60,2017-01-03,11.6,14.15,1008.0,18000.0,16621.94,0,Current,,
21214,L22417,A,36,2015-12-31,6.45,9.94,500.0,10000.0,5240.43,0,Current,,
6569,L6873,A,36,2015-05-08,8.5,12.03,400.0,8000.0,0.0,0,Matured,,
54859,L58099,C,36,2017-03-20,13.82,18.25,270.0,4500.0,4087.2,0,Current,,
71891,L83404,B,60,2017-07-25,12.09,15.16,1005.75,15000.0,15000.0,0,Current,,
58773,L63483,E,60,2017-04-26,19.85,22.84,156.0,2600.0,2512.62,0,Current,,
32777,L32266,B,36,2016-05-17,8.81,11.62,240.0,6000.0,0.0,166,Charged Off,4975.56,2017-06-17
4038,L3152,C,36,2015-01-07,15.16,19.6,900.0,15000.0,0.0,0,Matured,,
56370,L60011,B,36,2017-04-05,9.62,13.62,369.6,6600.0,6119.1,0,Current,,
29258,L28178,A,36,2016-03-14,6.5,9.27,680.0,17000.0,9850.04,0,Current,,
8386,L6786,A,36,2015-05-06,7.75,11.26,550.0,11000.0,0.0,0,Matured,,
54585,L57745,D,36,2017-03-15,15.14,19.61,354.0,5900.0,5365.03,0,Current,,
39797,L42092,B,36,2016-09-28,12.11,16.16,212.8,3800.0,2925.22,0,Current,,
50530,L53457,B,60,2017-01-31,15.08,17.71,1120.0,20000.0,18844.1,0,Current,,
70463,L77992,D,36,2017-07-03,14.02,17.88,473.4,9000.0,9000.0,0,Current,,
37780,L38140,C,36,2016-08-10,13.79,18.19,162.0,2700.0,0.0,0,Matured,,
18013,L16178,E,36,2015-10-20,25.26,29.98,486.0,8100.0,0.0,0,Matured,,
737,L899,B,36,2014-08-28,11.1,14.68,600.0,12000.0,0.0,0,Matured,,
63476,L69105,B,60,2017-05-25,10.93,13.74,1044.82,17000.0,16473.05,0,Current,,
20771,L19731,C,36,2015-12-01,12.16,16.52,600.0,10000.0,0.0,0,Matured,,
29574,L28880,A,60,2016-03-22,10.23,10.67,70.0,7000.0,4843.17,0,Current,,
21033,L19563,B,36,2015-11-30,9.48,13.03,775.0,15500.0,7869.77,0,Current,,
64614,L70829,A,60,2017-06-05,10.42,12.95,560.0,10000.0,9859.66,0,Current,,
53227,L57695,C,36,2017-03-15,14.66,19.11,282.0,4700.0,4272.59,0,Current,,
3023,L2287,B,36,2014-11-20,11.73,15.32,1100.0,22000.0,0.0,559,Charged Off,18706.1,2016-05-20
47754,L50124,AA,60,2016-12-23,8.83,10.04,280.0,10000.0,8883.08,0,Current,,
35661,L35676,B,36,2016-07-11,8.61,12.58,1400.0,25000.0,17318.4,0,Current,,
29199,L41249,B,36,2016-09-21,10.25,12.46,298.97,9500.0,7125.09,0,Current,,
64501,L72485,B,60,2017-06-12,13.66,16.98,422.28,6000.0,5928.79,0,Current,,
25558,L26026,A,36,2016-02-17,6.71,9.48,300.0,7500.0,0.0,0,Matured,,
68284,L78074,E,60,2017-07-05,17.76,20.7,600.0,10000.0,10000.0,0,Current,,
12595,L10612,D,36,2015-07-31,25.17,29.89,942.0,15700.0,0.0,578,Charged Off,16008.02,2016-05-01
62150,L67053,A,36,2017-05-16,8.64,12.63,78.4,1400.0,1331.37,0,Current,,
18639,L17435,C,36,2015-11-04,11.32,15.66,300.0,5000.0,0.0,393,Charged Off,4352.5,2016-11-02
30887,L29871,B,36,2016-04-01,10.98,13.82,200.0,5000.0,3112.52,0,Current,,
36656,L41811,B,36,2016-09-27,10.05,13.45,717.3,15000.0,11196.6,0,Current,,
16860,L16904,B,36,2015-10-28,9.3,12.84,825.0,16500.0,7917.08,0,Current,,
31599,L30748,B,60,2016-04-13,13.21,15.05,480.0,12000.0,8780.24,0,Current,,
18363,L16568,B,36,2015-10-23,10.59,14.16,1100.0,22000.0,9855.78,0,Current,,
54738,L65955,B,36,2017-05-10,9.32,13.5,332.42,5700.0,5423.43,0,Current,,
20691,L19323,C,36,2015-11-25,13.97,18.38,750.0,12500.0,6590.44,0,Current,,
11086,L9631,D,36,2015-07-13,20.83,25.43,216.0,3600.0,1456.42,0,Current,,
9051,L7394,A,36,2015-05-21,8.16,11.67,400.0,8000.0,0.0,0,Matured,,
37546,L38869,A,36,2016-08-19,5.71,9.61,700.0,12500.0,8878.6,0,Current,,
35314,L35269,D,60,2016-07-06,22.86,25.93,756.0,12600.0,11074.67,0,Current,,
2924,L3803,AA,36,2015-01-30,6.25,8.3,300.0,10000.0,0.0,0,Matured,,
32360,L43037,E,36,2016-10-11,25.27,29.99,90.0,1500.0,0.0,0,Matured,,
6938,L5991,B,36,2015-04-13,11.66,15.26,350.0,7000.0,0.0,0,Matured,,
4144,L3256,A,36,2015-01-08,7.77,11.28,1250.0,25000.0,0.0,0,Matured,,
56713,L62329,A,60,2017-04-20,9.5,12.01,84.0,1500.0,1440.75,0,Current,,
43796,L45379,A,60,2016-11-03,8.64,11.12,442.4,7900.0,7024.99,0,Current,,
57755,L61502,E,60,2017-04-14,26.6,29.79,618.0,10300.0,10056.94,0,Current,,
29124,L28026,C,36,2016-03-10,12.55,15.24,375.0,10000.0,6076.12,0,Current,,
37007,L37280,C,36,2016-07-29,14.13,18.54,270.0,4500.0,3324.63,0,Current,,
57192,L64319,E,60,2017-05-02,22.26,25.34,3000.0,50000.0,49075.28,0,Current,,
46203,L48264,B,60,2016-12-06,13.76,16.36,784.0,14000.0,12540.12,0,Current,,
34362,L34648,B,36,2016-06-24,9.61,13.61,201.6,3600.0,0.0,0,Matured,,
18635,L17221,A,36,2015-11-02,6.4,9.89,625.0,12500.0,5862.61,0,Current,,
59806,L64360,D,60,2017-05-02,16.63,19.57,1216.0,20000.0,19268.15,0,Current,,
66078,L73572,E,60,2017-06-15,20.77,23.79,288.0,4800.0,4752.68,0,Current,,
22036,L20782,A,60,2015-12-08,9.57,11.34,320.0,8000.0,5714.34,0,Current,,
60514,L65845,D,36,2017-05-10,15.87,19.93,818.25,15000.0,13105.44,0,Current,,
55502,L85927,C,36,2017-07-31,13.47,18.34,172.33,2600.0,2600.0,0,Current,,
30308,L29266,C,36,2016-03-28,12.91,13.79,337.5,27000.0,17033.29,0,Current,,
23424,L22201,E,36,2016-01-04,25.22,29.94,294.0,4900.0,0.0,0,Matured,,
1471,L6259,AA,36,2015-04-21,5.98,8.03,750.0,25000.0,6652.55,0,Current,,
40586,L42587,A,36,2016-10-05,6.55,10.47,728.0,13000.0,9982.87,0,Current,,
31837,L31119,B,36,2016-04-19,11.75,14.61,200.0,5000.0,3267.81,13,In Grace,,
59069,L66077,A,60,2017-05-11,10.71,13.24,560.0,10000.0,9759.98,0,Current,,
42123,L47615,A,60,2016-11-29,9.29,11.78,364.0,6500.0,5777.17,0,Current,,
23880,L33334,B,60,2016-06-06,16.95,19.64,599.2,10700.0,0.0,207,Charged Off,10693.03,2017-05-07
51924,L54884,E,36,2017-02-14,25.01,29.74,480.0,8000.0,0.0,0,Matured,,
13291,L11122,D,36,2015-08-10,21.77,26.39,240.0,4000.0,0.0,0,Matured,,
27525,L27970,B,36,2016-03-10,12.25,15.12,480.0,12000.0,7202.54,0,Current,,
68844,L75482,C,36,2017-06-22,12.75,16.56,733.6,14000.0,13632.61,0,Current,,
60471,L65532,E,60,2017-05-09,25.62,29.82,186.91,2400.0,2318.93,0,Current,,
70245,L78159,C,60,2017-07-05,14.23,17.4,670.5,10000.0,9856.08,0,Current,,
60626,L65380,C,60,2017-05-08,14.28,17.11,300.0,5000.0,4884.52,0,Current,,
42340,L43971,C,36,2016-10-20,13.91,18.31,300.0,5000.0,3935.7,0,Current,,
53522,L56838,B,60,2017-03-08,15.95,18.64,504.0,9000.0,8644.17,0,Current,,
32147,L59085,AA,60,2017-03-27,7.22,8.43,408.8,14600.0,13782.56,0,Current,,
23135,L21898,B,36,2015-12-23,9.64,13.2,750.0,15000.0,0.0,282,Charged Off,12109.54,2017-02-21
2734,L2119,C,36,2014-11-13,12.94,17.32,420.0,7000.0,0.0,0,Matured,,
14404,L11991,B,36,2015-08-26,10.06,13.62,570.0,11400.0,2123.34,0,Current,,
9424,L8104,AA,36,2015-06-09,5.95,8.0,240.0,8000.0,0.0,0,Matured,,
50231,L52733,B,36,2017-01-25,9.27,13.26,1120.0,20000.0,17026.45,0,Current,,
5614,L4515,B,36,2015-02-26,11.26,14.85,900.0,18000.0,0.0,0,Matured,,
66070,L75041,B,60,2017-06-21,11.88,14.45,280.0,5000.0,4937.89,0,Current,,
13464,L60475,B,60,2017-04-10,12.2,14.78,784.0,14000.0,13482.09,0,Current,,
33817,L33451,A,36,2016-06-07,8.98,12.96,336.0,6000.0,4015.33,0,Current,,
14080,L11945,C,36,2015-08-25,12.94,17.32,900.0,15000.0,0.0,402,Charged Off,12409.82,2016-10-24
4427,L3525,A,36,2015-01-20,7.82,11.33,300.0,6000.0,0.0,0,Matured,,
12874,L11043,B,36,2015-08-07,10.47,14.04,1200.0,24000.0,0.0,0,Matured,,
40060,L41380,B,36,2016-09-22,9.2,13.18,1400.0,25000.0,18681.46,0,Current,,
69754,L76951,C,60,2017-06-29,14.47,17.81,422.28,6000.0,6000.0,0,Current,,
7801,L32689,D,36,2016-05-24,20.78,22.88,646.3,23000.0,0.0,342,Charged Off,23964.66,2016-12-23
75818,L86038,B,60,2017-07-31,13.18,16.31,1005.75,15000.0,15000.0,0,Current,,
15385,L21634,C,36,2015-12-21,11.6,15.95,660.0,11000.0,5669.06,0,Current,,
43515,L45152,C,36,2016-10-31,14.41,18.82,900.0,15000.0,13927.14,0,Current,,
58970,L62987,C,36,2017-04-24,11.41,15.47,421.58,7500.0,6957.76,0,Current,,
23012,L21822,A,36,2015-12-22,6.49,9.98,375.0,7500.0,1097.68,0,Current,,
13308,L12036,AA,36,2015-08-26,6.39,8.45,390.0,13000.0,5366.48,0,Current,,
37260,L37582,D,36,2016-08-03,16.62,21.1,60.0,1000.0,0.0,0,Matured,,
62092,L69223,B,60,2017-05-26,13.02,15.62,112.0,2000.0,1940.21,0,Current,,
12381,L10420,AA,36,2015-07-28,6.36,8.41,270.0,9000.0,3169.89,0,Current,,
70243,L77726,A,36,2017-07-03,8.62,13.8,144.1,2000.0,2000.0,0,Current,,
2846,L48399,AA,60,2016-12-07,7.97,8.64,251.84,16000.0,14418.69,0,Current,,
40088,L41723,A,36,2016-09-26,7.33,11.27,616.0,11000.0,8154.47,0,Current,,
27516,L27145,C,36,2016-02-29,14.6,18.26,150.0,3000.0,1827.08,0,Current,,
26680,L25465,C,36,2016-02-09,12.85,16.47,965.0,19300.0,11089.57,0,Current,,
27016,L25617,B,36,2016-02-11,9.28,12.1,512.0,12800.0,7195.18,0,Current,,
34761,L34566,B,36,2016-06-23,10.75,14.78,532.0,9500.0,5825.01,0,Current,,
1088,L65169,AA,60,2017-05-08,8.56,10.04,843.75,25000.0,23848.65,0,Current,,
71767,L80684,B,36,2017-07-14,10.89,14.54,1016.0,20000.0,20000.0,0,Current,,
12670,L28616,A,36,2016-03-21,5.62,7.15,254.02,11300.0,6494.05,0,Current,,
72700,L83809,B,60,2017-07-24,11.17,14.88,160.0,2000.0,2000.0,0,Current,,
39316,L39882,B,36,2016-09-02,9.16,13.14,532.0,9500.0,5100.68,0,Current,,
32860,L32367,C,36,2016-05-18,14.05,17.7,500.0,10000.0,0.0,0,Matured,,
62835,L70394,D,36,2017-06-01,14.2,18.62,252.0,4200.0,3999.19,0,Current,,
25802,L25327,D,36,2016-02-08,16.33,20.03,500.0,10000.0,6146.13,24,Delinquent,,
26019,L24472,A,36,2016-01-27,8.07,10.86,360.0,9000.0,4896.87,5,In Grace,,
48318,L52807,D,36,2017-01-25,17.42,21.93,480.0,8000.0,6931.64,0,Current,,
18859,L17741,A,36,2015-11-06,5.3,8.76,250.0,5000.0,2318.75,0,Current,,
4118,L3255,B,36,2015-01-08,11.09,14.67,1000.0,20000.0,0.0,609,Charged Off,17325.46,2015-12-31
732,L663,C,36,2014-08-12,13.4,17.79,420.0,7000.0,193.93,0,Current,,
49987,L53088,C,36,2017-01-27,13.67,18.08,90.0,1500.0,1327.86,5,In Grace,,
19504,L18615,D,36,2015-11-17,15.07,19.52,720.0,12000.0,5999.25,0,Current,,
72344,L84106,D,60,2017-07-24,15.68,18.93,943.6,14000.0,14000.0,0,Current,,
45216,L47847,A,60,2016-11-30,9.65,12.15,560.0,10000.0,9065.56,0,Current,,
47113,L53987,C,36,2017-02-06,14.07,18.54,1620.0,27000.0,25393.73,60,Delinquent,,
33493,L33162,A,36,2016-06-02,7.96,11.92,224.0,4000.0,2663.44,0,Current,,
13756,L11549,C,36,2015-08-19,11.62,15.96,1320.0,22000.0,7165.31,0,Current,,
58643,L64412,B,60,2017-05-02,10.94,13.49,856.8,15300.0,14665.78,0,Current,,
7844,L6824,A,36,2015-05-08,7.57,11.08,1250.0,25000.0,0.0,0,Matured,,
6896,L7291,AA,36,2015-05-20,5.99,8.04,300.0,10000.0,0.0,0,Matured,,
10491,L9207,D,36,2015-07-01,14.56,18.98,540.0,9000.0,2955.36,0,Current,,
13948,L14520,C,36,2015-09-30,13.33,17.72,360.0,6000.0,2612.71,0,Current,,
45065,L47943,C,36,2016-12-02,13.72,18.12,396.0,6600.0,5326.17,0,Current,,
65312,L74371,D,60,2017-06-19,16.27,19.15,2136.0,35600.0,34917.57,0,Current,,
36086,L36869,A,36,2016-07-26,7.43,11.37,1041.6,18600.0,0.0,128,Charged Off,15759.21,2017-07-25
17704,L16147,D,36,2015-10-20,13.77,18.17,1332.0,22200.0,0.0,0,Matured,,
69973,L77929,B,60,2017-07-03,13.8,16.42,604.8,10800.0,10800.0,0,Current,,
24468,L23098,B,36,2016-01-08,10.23,13.8,295.0,5900.0,3161.79,0,Current,,
27668,L26335,E,36,2016-02-22,26.05,28.97,146.25,3900.0,0.0,0,Matured,,
15352,L13038,D,36,2015-09-16,15.73,20.18,414.0,6900.0,3313.28,0,Current,,
43556,L45618,B,36,2016-11-07,12.03,16.14,280.0,5000.0,4273.88,61,Delinquent,,
27056,L25678,C,36,2016-02-11,14.14,17.8,1040.0,20800.0,12045.69,0,Current,,
26290,L27892,B,60,2016-03-09,12.51,14.33,624.0,15600.0,12336.16,0,Current,,
13665,L11680,A,36,2015-08-20,6.79,10.28,900.0,18000.0,0.0,0,Matured,,
11282,L14766,D,36,2015-10-01,13.68,18.08,960.0,16000.0,0.0,0,Matured,,
6037,L4888,B,36,2015-03-11,9.38,12.93,450.0,9000.0,0.0,0,Matured,,
60082,L65215,E,60,2017-05-08,17.71,20.65,900.0,15000.0,14684.66,0,Current,,
33846,L67007,E,60,2017-05-17,26.12,29.33,900.0,15000.0,14751.32,0,Current,,
11321,L9778,B,36,2015-07-15,9.37,12.91,310.0,6200.0,2263.27,0,Current,,
22270,L22038,A,60,2015-12-28,9.16,10.93,800.0,20000.0,0.0,0,Matured,,
65855,L75461,E,60,2017-06-22,26.04,29.8,459.49,6600.0,6516.03,0,Current,,
72031,L83036,D,36,2017-07-20,15.2,19.05,520.5,10000.0,10000.0,0,Current,,
38646,L39379,D,36,2016-08-25,17.48,21.98,1230.0,20500.0,17292.91,98,Delinquent,,
66729,L72799,E,60,2017-06-13,26.59,29.8,240.0,4000.0,0.0,0,Matured,,
50455,L52972,C,36,2017-02-10,14.09,18.51,696.0,11600.0,10255.44,0,Current,,
8949,L7390,A,36,2015-05-21,8.98,12.52,550.0,11000.0,0.0,0,Matured,,
47747,L49953,C,36,2016-12-22,13.51,17.91,300.0,5000.0,4177.2,0,Current,,
40075,L40840,A,36,2016-09-19,7.82,11.77,364.0,6500.0,4842.27,0,Current,,
70937,L78857,B,60,2017-07-07,12.5,15.09,1120.0,20000.0,20000.0,0,Current,,
13612,L14732,D,36,2015-09-30,18.38,22.91,600.0,10000.0,0.0,578,Charged Off,10314.07,2016-05-01
29379,L32261,D,36,2016-05-17,17.63,21.36,150.0,3000.0,0.0,0,Matured,,
27943,L26662,E,36,2016-02-24,25.95,29.88,235.0,4700.0,3061.08,38,Delinquent,,
47828,L68079,C,36,2017-05-22,12.7,17.09,480.0,8000.0,7630.94,0,Current,,
36536,L37053,C,36,2016-07-27,14.09,18.5,1206.0,20100.0,0.0,0,Matured,,
24791,L24509,B,36,2016-02-08,10.33,13.17,272.0,6800.0,3296.62,0,Current,,
24503,L23339,C,36,2016-01-12,14.5,18.92,420.0,7000.0,3873.38,0,Current,,
22605,L21479,E,36,2015-12-17,25.2,29.93,552.0,9200.0,0.0,0,Matured,,
23465,L22455,A,36,2015-12-31,6.48,9.97,300.0,6000.0,0.0,212,Charged Off,4375.8,2017-05-02
29962,L28780,A,36,2016-03-22,8.5,11.3,544.0,13600.0,7978.21,0,Current,,
54829,L61889,D,36,2017-04-17,14.6,19.04,600.0,10000.0,9321.73,0,Current,,
8840,L7202,D,36,2015-05-18,16.53,21.01,180.0,3000.0,0.0,379,Charged Off,2329.9,2016-04-06
22910,L36905,B,36,2016-07-27,9.81,13.81,420.0,7500.0,5191.06,0,Current,,
31154,L30807,A,36,2016-04-18,7.13,9.91,400.0,10000.0,6061.78,0,Current,,
26357,L24900,A,36,2016-02-02,8.57,11.37,800.0,20000.0,0.0,0,Matured,,
69487,L76501,B,36,2017-06-28,9.85,13.86,196.0,3500.0,3415.64,0,Current,,
57889,L62503,D,36,2017-04-19,14.43,18.89,450.0,7500.0,6980.49,0,Current,,
33997,L33674,C,36,2016-06-09,14.35,18.77,480.0,8000.0,0.0,0,Matured,,
60819,L65571,C,36,2017-05-09,13.32,17.73,210.0,3500.0,3340.03,0,Current,,
47774,L50501,C,36,2016-12-29,12.43,16.77,300.0,5000.0,4292.78,0,Current,,
44998,L81375,B,60,2017-07-17,13.74,15.48,376.8,10000.0,10000.0,0,Current,,
65458,L82452,B,36,2017-07-18,10.9,14.45,227.52,4600.0,4600.0,0,Current,,
72964,L80883,E,60,2017-07-13,24.67,28.22,670.5,10000.0,10000.0,0,Current,,
9052,L7543,B,36,2015-05-26,11.13,14.72,1750.0,35000.0,10924.08,0,Current,,
7683,L60290,B,60,2017-04-07,13.0,15.62,616.0,11000.0,10577.39,0,Current,,
25238,L24352,A,36,2016-01-26,7.21,9.99,192.0,4800.0,2667.09,0,Current,,
37222,L37842,C,36,2016-08-08,11.91,16.26,930.0,15500.0,0.0,0,Matured,,
38264,L38479,C,36,2016-08-15,12.58,16.95,600.0,10000.0,7329.49,0,Current,,
64934,L74626,E,60,2017-06-20,26.14,29.78,850.63,12500.0,12393.18,0,Current,,
27631,L26805,B,36,2016-02-25,11.44,14.29,200.0,5000.0,2847.46,0,Current,,
43815,L45389,A,36,2016-11-03,7.28,11.22,224.0,4000.0,2471.75,0,Current,,
23758,L56391,A,36,2017-03-02,7.24,10.38,147.84,3300.0,2967.84,0,Current,,
13508,L12298,A,36,2015-08-31,6.87,10.36,500.0,10000.0,3838.11,0,Current,,
41462,L42760,B,36,2016-10-07,10.19,14.2,728.0,13000.0,10108.06,0,Current,,
4418,L15560,E,36,2015-10-13,24.15,28.84,180.0,3000.0,0.0,506,Charged Off,3038.61,2016-07-12
62175,L67117,B,60,2017-05-16,13.27,16.08,1501.25,25000.0,24315.92,0,Current,,
50542,L53513,AA,60,2017-02-01,6.89,8.08,428.4,15300.0,14209.92,0,Current,,
75094,L84367,D,60,2017-07-25,15.61,18.71,1409.11,21500.0,21500.0,0,Current,,
13369,L11270,C,36,2015-08-13,13.76,18.16,2100.0,35000.0,14324.52,0,Current,,
37798,L38180,B,36,2016-08-10,10.51,14.52,392.0,7000.0,0.0,0,Matured,,
49323,L53464,C,36,2017-01-31,12.39,16.79,384.0,6400.0,5480.55,0,Current,,
51018,L54530,D,36,2017-02-13,19.23,23.8,258.0,4300.0,3834.38,0,Current,,
71603,L79678,E,60,2017-07-17,20.23,23.73,726.5,10500.0,10500.0,0,Current,,
7287,L5975,B,36,2015-04-13,10.45,14.02,1250.0,25000.0,0.0,0,Matured,,
68767,L75410,D,36,2017-06-22,13.83,18.24,90.0,1500.0,1257.31,0,Current,,
57739,L61463,E,60,2017-04-14,26.53,29.74,204.0,3400.0,3314.42,0,Current,,
68360,L77267,C,36,2017-06-29,12.76,17.13,300.0,5000.0,5000.0,0,Current,,
2088,L1568,D,36,2014-10-14,18.11,22.63,1200.0,20000.0,1403.75,0,Current,,
6401,L31498,B,36,2016-05-02,9.77,11.34,467.58,20800.0,12360.08,0,Current,,
48055,L78345,AA,60,2017-07-14,8.36,9.73,251.76,8000.0,8000.0,0,Current,,
59919,L65075,D,60,2017-05-05,16.02,19.01,930.75,15000.0,14642.94,0,Current,,
16365,L13999,C,36,2015-09-28,12.48,16.85,210.0,3500.0,0.0,0,Matured,,
3388,L2594,D,36,2014-12-09,19.99,24.56,300.0,5000.0,870.83,0,Current,,
49597,L51820,C,36,2017-01-17,14.06,18.48,498.0,8300.0,7141.19,0,Current,,
31823,L31099,E,36,2016-04-19,24.42,29.95,784.0,11200.0,7483.91,0,Current,,
47136,L52650,C,36,2017-01-24,12.34,16.71,168.0,2800.0,2386.52,0,Current,,
6347,L5248,A,36,2015-03-23,6.73,10.22,350.0,7000.0,0.0,0,Matured,,
66541,L76278,D,36,2017-06-26,15.72,19.44,1020.68,20100.0,20100.0,0,Current,,
59425,L70801,B,36,2017-06-05,9.48,13.89,123.06,2000.0,1952.57,0,Current,,
62276,L69032,D,36,2017-05-25,14.07,18.15,719.16,13000.0,12412.52,0,Current,,
63434,L75163,D,60,2017-06-21,16.38,19.27,1500.0,25000.0,24723.47,0,Current,,
45541,L47436,AA,60,2016-11-28,8.94,10.15,347.2,12400.0,11043.59,0,Current,,
50562,L53062,C,36,2017-01-27,12.64,17.02,600.0,10000.0,8578.69,0,Current,,
52838,L55858,E,36,2017-02-24,25.02,29.75,294.0,4900.0,0.0,0,Matured,,
34028,L35456,B,60,2016-07-07,11.95,14.51,1400.0,25000.0,0.0,0,Matured,,
6774,L8875,A,36,2015-06-25,6.56,9.5,1062.5,25000.0,8094.1,0,Current,,
48261,L50697,D,36,2017-01-03,19.25,23.81,300.0,5000.0,0.0,0,Matured,,
